City,Longitude,Latitude,Region,Country,Address,AirQuality,WaterPollution
Cetinje,42.3930959,18.9115964,Old Royal Capital Cetinje,Montenegro,Cetinje Old Royal Capital Cetinje Montenegro ,100,0
Veliko Tarnovo,43.0756739,25.6171514,Veliko Tarnovo Province,Bulgaria,Veliko Tarnovo Veliko Tarnovo Province Bulgaria ,62.5,31.25
Arad,46.1865606,21.3122677,Arad County,Romania,Arad Arad County Romania ,66.25,35
Setubal,38.5260437,-8.8909328,Setubal,Portugal,Setubal Setubal Portugal ,61.11111111,60
Polomolok,6.224513,125.0608405,,Philippines,Polomolok Philippines ,100,50
Faisalabad,31.4503662,73.1349605,Punjab,Pakistan,Faisalabad Punjab Pakistan ,25,76.92307692
Elazig,38.674816,39.222515,Elazig Province,Turkey,Elazig Elazig Province Turkey ,25,50
Changsha,28.2277799,112.93886,Hunan,People's Republic of China,Changsha Hunan People's Republic of China ,35.52631579,46.42857143
Wilmington,39.744655,-75.5483909,Delaware,United States of America,Wilmington Delaware United States of America ,66.66666667,87.5
Budva,42.2911489,18.840295,Budva Municipality,Montenegro,Budva Budva Municipality Montenegro ,95.83333333,41.66666667
Ranchi,23.3440997,85.309562,Jharkhand,India,Ranchi Jharkhand India ,52.77777778,65.97222222
Odiongan,12.40467,122.0155491,,Philippines,Odiongan Philippines ,100,75
Alba Iulia,46.0732725,23.5804886,Alba County,Romania,Alba Iulia Alba County Romania ,62.5,50
Tuzla,44.5374611,18.6734688,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Tuzla Federation of Bosnia and Herzegovina Bosnia and Herzegovina ,10.9375,50
Shizuoka,34.9755668,138.3826773,Shizuoka Prefecture,Japan,Shizuoka Shizuoka Prefecture Japan ,70,0
Villa Alemana,-33.0516935,-71.3906234,Valparaiso Region,Chile,Villa Alemana Valparaiso Region Chile ,37.5,50
Tartus,34.8959276,35.8866517,Tartus Governorate,Syria,Tartus Tartus Governorate Syria ,0,100
Novomoskovsk,54.0109034,38.2963063,,Russia,Novomoskovsk Russia ,50,50
Adapazari,40.788855,30.405954,,Turkey,Adapazari Turkey ,100,75
Novocheboksarsk,56.103603,47.5065073,Chuvash Republic,Russia,Novocheboksarsk Chuvash Republic Russia ,25,25
Obninsk,55.1170375,36.5970818,Kaluga Oblast,Russia,Obninsk Kaluga Oblast Russia ,100,50
Odintsovo,55.6733745,37.2818569,Moscow Oblast,Russia,Odintsovo Moscow Oblast Russia ,50,25
Jableh,35.368795,35.9206549,Latakia Governorate,Syria,Jableh Latakia Governorate Syria ,0,100
Horsham,51.062883,-0.325858,England,United Kingdom,Horsham England United Kingdom ,50,0
Toamasina,-18.1442811,49.3957836,,Madagascar,Toamasina Madagascar ,25,50
Poughkeepsie,41.7003713,-73.9209701,New York,United States of America,Poughkeepsie New York United States of America ,91.66666667,12.5
Rasht,37.2682177,49.5891233,Gilan Province,Iran,Rasht Gilan Province Iran ,44.44444444,45
Jurmala,56.947079,23.6168486,,Latvia,Jurmala Latvia ,87.5,37.5
Sliven,42.6816536,26.3228685,Sliven Province,Bulgaria,Sliven Sliven Province Bulgaria ,53.57142857,8.333333333
Larissa,39.6390224,22.4191254,,Greece,Larissa Greece ,50,29.16666667
Wels,48.16542,14.03664,Upper Austria,Austria,Wels Upper Austria Austria ,75,0
Meknes,33.8730164,-5.5407299,Fes-Meknes,Morocco,Meknes Fes-Meknes Morocco ,39.28571429,12.5
Niteroi,-22.8807073,-43.1013526,Rio de Janeiro,Brazil,Niteroi Rio de Janeiro Brazil ,57.8125,52.27272727
Puyallup,47.1853785,-122.2928974,Washington,United States of America,Puyallup Washington United States of America ,75,25
Nanning,22.8167299,108.3669,Guangxi,People's Republic of China,Nanning Guangxi People's Republic of China ,30.35714286,75
Niigata,37.9161244,139.0363708,Niigata Prefecture,Japan,Niigata Niigata Prefecture Japan ,75,0
Durham,54.77525,-1.584852,England,United Kingdom,Durham England United Kingdom ,95.83333333,12.5
Evora,38.571431,-7.913502,Evora,Portugal,Evora Evora Portugal ,93.75,35.41666667
Lincoln,52.9451889,-0.1601246,England,United Kingdom,Lincoln England United Kingdom ,91.66666667,25
Kermanshah,34.3276924,47.0777685,Kermanshah Province,Iran,Kermanshah Kermanshah Province Iran ,10.71428571,41.66666667
Ife,7.490462,4.5521274,Osun State,Nigeria,Ife Osun State Nigeria ,0,50
Hradec Kralove,50.2103605,15.825211,,Czech Republic,Hradec Kralove Czech Republic ,75,29.16666667
Kozani,40.3005586,21.7887737,West Macedonia Region,Greece,Kozani West Macedonia Region Greece ,50,100
Rancho Palos Verdes,33.7444613,-118.3870173,California,United States of America,Rancho Palos Verdes California United States of America ,87.5,25
Pori,61.4851393,21.7974178,,Finland,Pori Finland ,100,0
Foca,43.505478,18.7772645,Republika Srpska,Bosnia and Herzegovina,Foca Republika Srpska Bosnia and Herzegovina ,37.5,50
Rezekne,56.5099223,27.3331357,,Latvia,Rezekne Latvia ,75,25
Truro,50.263195,-5.051041,England,United Kingdom,Truro England United Kingdom ,100,0
Paphos,34.7753949,32.4217786,Paphos District,Cyprus,Paphos Paphos District Cyprus ,67.85714286,25
Omdurman,15.6475782,32.4806894,Khartoum,Sudan,Omdurman Khartoum Sudan ,25,62.5
Boa Vista,2.8206339,-60.6737553,Roraima,Brazil,Boa Vista Roraima Brazil ,91.66666667,58.33333333
Szolnok,47.1621355,20.1824712,Jasz-Nagykun-Szolnok County,Hungary,Szolnok Jasz-Nagykun-Szolnok County Hungary ,75,16.66666667
Wavre,50.7133122,4.611248,Wallonia,Belgium,Wavre Wallonia Belgium ,75,100
Kaohsiung,22.6350591,120.3355193,,Taiwan,Kaohsiung Taiwan ,20.45454545,71.66666667
Qazvin,36.2736589,49.998236,Qazvin Province,Iran,Qazvin Qazvin Province Iran ,29.16666667,25
Shumen,43.2712398,26.9361286,Shumen Province,Bulgaria,Shumen Shumen Province Bulgaria ,28.57142857,75
Lappeenranta,61.0549929,28.1896628,,Finland,Lappeenranta Finland ,100,0
Augusta,33.4734978,-82.0105148,Georgia,United States of America,Augusta Georgia United States of America ,71.875,33.33333333
Naha,26.2125758,127.6790208,Okinawa Prefecture,Japan,Naha Okinawa Prefecture Japan ,100,0
Tekirdag,40.9780919,27.511674,Tekirdag Province,Turkey,Tekirdag Tekirdag Province Turkey ,15,75
Aksaray,38.368626,34.0297,Aksaray Province,Turkey,Aksaray Aksaray Province Turkey ,0,50
Rustenburg,-25.6544483,27.255854,North West,South Africa,Rustenburg North West South Africa ,25,75
Kumasi,6.6666004,-1.6162709,Ashanti Region,Ghana,Kumasi Ashanti Region Ghana ,55,66.66666667
Tobruk,32.0681759,23.941751,Butnan District,Libya,Tobruk Butnan District Libya ,0,75
Chania,35.5138298,24.0180367,,Greece,Chania Greece ,85.29411765,27.94117647
Yazd,31.8974232,54.3568562,Yazd Province,Iran,Yazd Yazd Province Iran ,5,25
Silistra,44.1147271,27.2671901,Silistra Province,Bulgaria,Silistra Silistra Province Bulgaria ,100,50
Tourcoing,50.724993,3.16207,,France,Tourcoing France ,62.5,50
Rustavi,41.5225612,45.0430369,Kvemo Kartli,Georgia,Rustavi Kvemo Kartli Georgia ,33.33333333,62.5
Kunming,24.8796599,102.83322,Yunnan,People's Republic of China,Kunming Yunnan People's Republic of China ,58.92857143,72.5
Stirling,56.1165227,-3.9369029,Scotland,United Kingdom,Stirling Scotland United Kingdom ,87.5,50
Feldkirch,47.24128,9.6019,Vorarlberg,Austria,Feldkirch Vorarlberg Austria ,83.33333333,0
Jihlava,49.3983782,15.5870415,,Czech Republic,Jihlava Czech Republic ,87.5,50
Cochabamba,-17.4139766,-66.1653224,Cochabamba Department,Bolivia,Cochabamba Cochabamba Department Bolivia ,26.38888889,68.75
Ioannina,39.6650288,20.8537466,Epirus Region,Greece,Ioannina Epirus Region Greece ,87.5,41.66666667
Ibadan,7.3775355,3.9470396,Oyo State,Nigeria,Ibadan Oyo State Nigeria ,37.5,93.75
Safi,32.3008151,-9.2272033,Marrakesh-Safi,Morocco,Safi Marrakesh-Safi Morocco ,32.8125,65
Waterford,52.2593197,-7.1100703,,Ireland,Waterford Ireland ,87.5,25
Lanzhou,36.0613799,103.83417,Gansu,People's Republic of China,Lanzhou Gansu People's Republic of China ,28.125,50
Tokat,40.3234643,36.5521928,Tokat Province,Turkey,Tokat Tokat Province Turkey ,25,75
Zenica,44.2034392,17.9077432,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Zenica Federation of Bosnia and Herzegovina Bosnia and Herzegovina ,30.55555556,40.625
Preston,53.763201,-2.70309,England,United Kingdom,Preston England United Kingdom ,84.375,18.75
Colchester,51.895927,0.891874,England,United Kingdom,Colchester England United Kingdom ,75,25
Vina del Mar,-33.0153481,-71.5500276,Valparaiso Region,Chile,Vina del Mar Valparaiso Region Chile ,62.5,30
Sao Bernardo do Campo,-23.7018047,-46.5536333,Sao Paulo,Brazil,Sao Bernardo do Campo Sao Paulo Brazil ,28.125,66.66666667
Guarulhos,-23.4596858,-46.5328559,Sao Paulo,Brazil,Guarulhos Sao Paulo Brazil ,67.85714286,21.875
Ordu,40.986166,37.879721,Ordu Province,Turkey,Ordu Ordu Province Turkey ,43.75,25
Bolton,53.5768647,-2.4282192,England,United Kingdom,Bolton England United Kingdom ,75,37.5
Grand Rapids,42.9633599,-85.6680863,Michigan,United States of America,Grand Rapids Michigan United States of America ,69.23076923,44.44444444
Ipswich,52.056736,1.14822,England,United Kingdom,Ipswich England United Kingdom ,70.83333333,28.57142857
Siirt,37.927404,41.941978,Siirt Province,Turkey,Siirt Siirt Province Turkey ,0,50
Tlemcen,34.8828864,-1.3166815,Tlemcen Province,Algeria,Tlemcen Tlemcen Province Algeria ,68.75,37.5
Tetouan,35.5888995,-5.3625516,Tanger-Tetouan-Al Hoceima,Morocco,Tetouan Tanger-Tetouan-Al Hoceima Morocco ,68.75,43.75
Grapevine,32.9342919,-97.0780654,Texas,United States of America,Grapevine Texas United States of America ,0,100
Baia Mare,47.6567387,23.5849881,Maramureș County,Romania,Baia Mare Maramureș County Romania ,60.86956522,44.73684211
Pernik,42.6051862,23.0378368,Pernik Province,Bulgaria,Pernik Pernik Province Bulgaria ,25,0
Satu Mare,47.8016702,22.8575926,Satu Mare County,Romania,Satu Mare Satu Mare County Romania ,64.28571429,83.33333333
Bundaberg,-24.8661024,152.3488923,Queensland,Australia,Bundaberg Queensland Australia ,58.33333333,32.14285714
Multan,30.157458,71.5249154,Punjab,Pakistan,Multan Punjab Pakistan ,28.26086957,65
Quetta,30.1798398,66.9749731,,Pakistan,Quetta Pakistan ,22.5,83.82352941
Mandalay,21.9588282,96.0891032,Mandalay Region,Myanmar,Mandalay Mandalay Region Myanmar ,19.64285714,53.84615385
Knoxville,35.9606384,-83.9207392,Tennessee,United States of America,Knoxville Tennessee United States of America ,56.94444444,51.78571429
Pietermaritzburg,-29.6006068,30.3794118,KwaZulu-Natal,South Africa,Pietermaritzburg KwaZulu-Natal South Africa ,29.6875,79.6875
Belvidere,42.2639098,-88.8442674,Illinois,United States of America,Belvidere Illinois United States of America ,75,25
Limassol,34.6786322,33.0413055,Limassol District,Cyprus,Limassol Limassol District Cyprus ,56.25,31.48148148
Hefei,31.8205699,117.22901,Anhui,People's Republic of China,Hefei Anhui People's Republic of China ,25,75
Gangtok,27.3313512,88.6138113,Sikkim,India,Gangtok Sikkim India ,90.625,46.875
Joensuu,62.6010155,29.7635719,,Finland,Joensuu Finland ,100,0
Haskovo,41.9344366,25.5554462,Haskovo Province,Bulgaria,Haskovo Haskovo Province Bulgaria ,25,25
Embu,-0.5388381,37.4596409,Eastern Province,Kenya,Embu Eastern Province Kenya ,87.5,25
Yambol,42.4841999,26.5035023,Yambol Province,Bulgaria,Yambol Yambol Province Bulgaria ,55,37.5
Pazardzhik,42.1927654,24.3335662,Pazardzhik Province,Bulgaria,Pazardzhik Pazardzhik Province Bulgaria ,25,50
Chattanooga,35.0457984,-85.3093995,Tennessee,United States of America,Chattanooga Tennessee United States of America ,79.41176471,61.53846154
Hurghada,27.2578957,33.8116067,Red Sea Governorate,Egypt,Hurghada Red Sea Governorate Egypt ,66.66666667,75
Constantine,36.3570052,6.6390282,Constantine Province,Algeria,Constantine Constantine Province Algeria ,41.66666667,56.25
Kavala,40.937607,24.412866,,Greece,Kavala Greece ,83.33333333,0
Spokane,47.6587802,-117.4260466,Washington,United States of America,Spokane Washington United States of America ,77.88461538,25
Dunaujvaros,46.9619059,18.9355227,,Hungary,Dunaujvaros Hungary ,60,50
Tatabanya,47.569246,18.404818,Komarom-Esztergom County,Hungary,Tatabanya Komarom-Esztergom County Hungary ,62.5,50
Mostoles,40.3232129,-3.8676291,Community of Madrid,Spain,Mostoles Community of Madrid Spain ,87.5,50
Wollongong,-34.4248336,150.8931132,New South Wales,Australia,Wollongong New South Wales Australia ,76.13636364,30.26315789
Sunderland,54.906869,-1.383801,England,United Kingdom,Sunderland England United Kingdom ,87.5,62.5
Blackburn,53.748575,-2.487529,England,United Kingdom,Blackburn England United Kingdom ,0,75
Braila,45.2652463,27.9594714,Braila County,Romania,Braila Braila County Romania ,41.66666667,81.25
Blantyre,-15.7666707,35.0167866,Southern Region,Malawi,Blantyre Southern Region Malawi ,100,0
Rhodes,36.4340533,28.2176379,,Greece,Rhodes Greece ,92.85714286,21.42857143
Kitakyushu,33.8834976,130.8751773,Fukuoka Prefecture,Japan,Kitakyushu Fukuoka Prefecture Japan ,83.33333333,75
Ribeirao Preto,-21.1694018,-47.8110855,Sao Paulo,Brazil,Ribeirao Preto Sao Paulo Brazil ,47.72727273,61.11111111
Kutahya,39.4199547,29.985732,Kutahya Province,Turkey,Kutahya Kutahya Province Turkey ,0,50
Nova Iguacu,-22.759464,-43.449505,Rio de Janeiro,Brazil,Nova Iguacu Rio de Janeiro Brazil ,45,100
Sorocaba,-23.4709096,-47.4851438,Sao Paulo,Brazil,Sorocaba Sao Paulo Brazil ,53.57142857,41.66666667
Petropolis,-22.5112498,-43.1779306,Rio de Janeiro,Brazil,Petropolis Rio de Janeiro Brazil ,100,75
Mytilene,39.1067382,26.5572747,North Aegean Region,Greece,Mytilene North Aegean Region Greece ,100,37.5
Cairns,-16.9203476,145.7709529,Queensland,Australia,Cairns Queensland Australia ,77.27272727,37.39516129
Usak,38.6742286,29.4058825,Usak Province,Turkey,Usak Usak Province Turkey ,8.333333333,66.66666667
Hermosillo,29.0729673,-110.9559192,Sonora,Mexico,Hermosillo Sonora Mexico ,65.27777778,51.38888889
Utena,55.5000404,25.609385,,Lithuania,Utena Lithuania ,87.5,50
Amadora,38.7577603,-9.2245474,Lisbon,Portugal,Amadora Lisbon Portugal ,75,75
Kyustendil,42.2868817,22.6939308,Kyustendil Province,Bulgaria,Kyustendil Kyustendil Province Bulgaria ,62.5,50
Lovech,43.1369534,24.7141906,Lovech Province,Bulgaria,Lovech Lovech Province Bulgaria ,37.5,50
Damietta,31.4175388,31.8144434,Damietta Governorate,Egypt,Damietta Damietta Governorate Egypt ,0,100
Vratsa,43.2102375,23.5528803,Vratsa Province,Bulgaria,Vratsa Vratsa Province Bulgaria ,35.71428571,75
Bizerte,37.2767579,9.8641609,Bizerte Governorate,Tunisia,Bizerte Bizerte Governorate Tunisia ,18.75,43.75
Missoula,46.8721284,-113.9940314,Montana,United States of America,Missoula Montana United States of America ,79.6875,22.91666667
Guilin,25.2736099,110.29002,Guangxi,People's Republic of China,Guilin Guangxi People's Republic of China ,12.5,50
Karabuk,41.19562,32.622654,Karabuk Province,Turkey,Karabuk Karabuk Province Turkey ,21.42857143,25
Haikou,20.0442199,110.19989,Hainan,People's Republic of China,Haikou Hainan People's Republic of China ,60,37.5
Argos,37.6351721,22.7288576,Peloponnese Region,Greece,Argos Peloponnese Region Greece ,25,100
Sligo,54.1553277,-8.6064532,Connacht,Ireland,Sligo Connacht Ireland ,75,50
Cienfuegos,22.1599753,-80.4437781,Cienfuegos Province,Cuba,Cienfuegos Cienfuegos Province Cuba ,0,100
Townsville,-19.2589635,146.8169483,Queensland,Australia,Townsville Queensland Australia ,89.28571429,40.625
Luang Prabang,19.883285,102.1387166,Luang Prabang Province,Laos,Luang Prabang Luang Prabang Province Laos ,32.14285714,83.33333333
Mikkeli,61.6887271,27.2721457,,Finland,Mikkeli Finland ,100,16.66666667
Petah Tikva,32.084041,34.887762,Central District,Israel,Petah Tikva Central District Israel ,27.77777778,20.83333333
Alexandroupoli,40.8457193,25.873962,,Greece,Alexandroupoli Greece ,87.5,31.25
Abha,18.2464685,42.5117238,Asir Province,Saudi Arabia,Abha Asir Province Saudi Arabia ,93.75,18.75
Jekabpils,56.501455,25.878299,,Latvia,Jekabpils Latvia ,100,0
Kanazawa,36.5610309,136.6566475,Ishikawa Prefecture,Japan,Kanazawa Ishikawa Prefecture Japan ,100,0
Vila Nova de Gaia,41.1238759,-8.6117851,Porto,Portugal,Vila Nova de Gaia Porto Portugal ,67.5,31.25
Sao Jose dos Campos,-23.2198396,-45.8915658,Sao Paulo,Brazil,Sao Jose dos Campos Sao Paulo Brazil ,69,26.47058824
Santo Andre,-23.6788863,-46.536706,Sao Paulo,Brazil,Santo Andre Sao Paulo Brazil ,50,0
Ventimiglia,43.7912366,7.6075864,Liguria,Italy,Ventimiglia Liguria Italy ,50,25
Karvina,49.8566524,18.5432186,,Czech Republic,Karvina Czech Republic ,30,50
Mlada Boleslav,50.4134249,14.908438,,Czech Republic,Mlada Boleslav Czech Republic ,70,50
Asenovgrad,42.0133722,24.8784393,Plovdiv region,Bulgaria,Asenovgrad Plovdiv region Bulgaria ,25,0
Sisak,45.4850767,16.3731156,Sisak-Moslavina County,Croatia,Sisak Sisak-Moslavina County Croatia ,37.5,50
Kotka,60.4665666,26.9459403,,Finland,Kotka Finland ,100,0
Holon,32.035461,34.759781,Tel Aviv District,Israel,Holon Tel Aviv District Israel ,32.14285714,25
Netanya,32.321458,34.853196,Central District,Israel,Netanya Central District Israel ,77.77777778,27.77777778
Ciudad del Este,-25.4987076,-54.6636526,Alto Parana Department,Paraguay,Ciudad del Este Alto Parana Department Paraguay ,100,0
Northampton,52.237065,-0.8944421,England,United Kingdom,Northampton England United Kingdom ,77.27272727,32.14285714
Vaslui,46.6406915,27.7276468,Vaslui County,Romania,Vaslui Vaslui County Romania ,62.5,50
Champigny-sur-Marne,48.817049,2.515556,Ile-de-France,France,Champigny-sur-Marne Ile-de-France France ,90,0
Aizawl,23.7307175,92.7173106,Mizoram,India,Aizawl Mizoram India ,100,75
Londrina,-23.3197305,-51.1662008,Parana,Brazil,Londrina Parana Brazil ,80,35
Boulder,40.0149856,-105.2705456,Colorado,United States of America,Boulder Colorado United States of America ,85,47.91666667
Leskovac,42.9963082,21.9429883,Jablanica District,Serbia,Leskovac Jablanica District Serbia ,87.5,0
Ramnicu Valcea,45.0996753,24.3693179,Valcea County,Romania,Ramnicu Valcea Valcea County Romania ,87.5,31.25
Ramat Gan,32.068424,34.824785,Tel Aviv District,Israel,Ramat Gan Tel Aviv District Israel ,32.5,29.16666667
Kardzhali,41.6338439,25.3777119,Kardzhali Province,Bulgaria,Kardzhali Kardzhali Province Bulgaria ,40,50
Smolyan,41.5774233,24.7011138,Smolyan Province,Bulgaria,Smolyan Smolyan Province Bulgaria ,100,50
Carlisle,54.892473,-2.932931,England,United Kingdom,Carlisle England United Kingdom ,89.28571429,0
Havirov,49.7803923,18.4306254,,Czech Republic,Havirov Czech Republic ,50,0
Juiz de Fora,-21.7623932,-43.3434669,Minas Gerais,Brazil,Juiz de Fora Minas Gerais Brazil ,80,58.33333333
Duque de Caxias,-22.7868557,-43.3130887,Rio de Janeiro,Brazil,Duque de Caxias Rio de Janeiro Brazil ,12.5,50
Erd,47.3919718,18.904544,Pest County,Hungary,Erd Pest County Hungary ,66.66666667,37.5
Kajaani,64.2221775,27.7278497,,Finland,Kajaani Finland ,100,50
Bulawayo,-20.1457125,28.5873388,,Zimbabwe,Bulawayo Zimbabwe ,67.85714286,71.42857143
Iquitos,-3.7436735,-73.2516326,Loreto,Peru,Iquitos Loreto Peru ,25,75
Porvoo,60.3931919,25.6652739,Uusimaa,Finland,Porvoo Uusimaa Finland ,100,0
Rybinsk,58.057486,38.8116968,Yaroslavl Oblast,Russia,Rybinsk Yaroslavl Oblast Russia ,25,100
Miercurea Ciuc,46.3695574,25.7953655,Harghita County,Romania,Miercurea Ciuc Harghita County Romania ,90,0
Artvin,41.180937,41.820819,Artvin Province,Turkey,Artvin Artvin Province Turkey ,58.33333333,50
Armagh,54.3502798,-6.652792,Northern Ireland,United Kingdom,Armagh Northern Ireland United Kingdom ,75,50
