City,Longitude,Latitude,Region,Country,Address,AirQuality,WaterPollution,,New Water,WA,Rating
General Trias,14.3214094,120.907304,,Philippines,General Trias Philippines ,25,25,,75,100,50
Magallanes,14.158284,120.7464897,,Philippines,Magallanes Philippines ,50,50,,50,100,50
Barranquilla,11.0041072,-74.8069813,Atlantico Department,Colombia,Barranquilla Atlantico Department Colombia ,52.77777778,50,,50,102.7777778,51.38888889
Koszalin,54.1943219,16.1714908,West Pomeranian Voivodeship,Poland,Koszalin West Pomeranian Voivodeship Poland ,55,50,,50,105,52.5
Abadan,30.347296,48.2934004,Khuzestan Province,Iran,Abadan Khuzestan Province Iran ,0,50,,50,50,25
Bacoor,14.4129931,120.9736786,,Philippines,Bacoor Philippines ,33.33333333,71.42857143,,28.57142857,61.9047619,30.95238095
Dasmarinas,14.2990183,120.9589699,,Philippines,Dasmarinas Philippines ,28.57142857,79.6875,,20.3125,48.88392857,24.44196429
Imus,14.4064221,120.9405057,,Philippines,Imus Philippines ,25,60,,40,65,32.5
Tagaytay,14.115286,120.9621165,,Philippines,Tagaytay Philippines ,86.11111111,37.5,,62.5,148.6111111,74.30555556
Vernier,46.2122638,6.1052686,Canton of Geneva,Switzerland,Vernier Canton of Geneva Switzerland ,12.5,75,,25,37.5,18.75
Baden,47.47288,8.30809,Canton Aargau,Switzerland,Baden Canton Aargau Switzerland ,75,20,,80,155,77.5
Nyon,46.3832683,6.2347852,Canton of Vaud,Switzerland,Nyon Canton of Vaud Switzerland ,100,0,,100,200,100
Lancy,46.1885168,6.1144546,Canton of Geneva,Switzerland,Lancy Canton of Geneva Switzerland ,75,0,,100,175,87.5
Dubendorf,47.3971476,8.6180128,Canton of Zurich,Switzerland,Dubendorf Canton of Zurich Switzerland ,100,50,,50,150,75
Baar,47.1953729,8.526087,Canton of Zug,Switzerland,Baar Canton of Zug Switzerland ,75,50,,50,125,62.5
High Wycombe,51.628611,-0.748229,England,United Kingdom,High Wycombe England United Kingdom ,62.5,50,,50,112.5,56.25
Glogow,51.6635852,16.0846672,Lower Silesian Voivodeship,Poland,Glogow Lower Silesian Voivodeship Poland ,50,50,,50,100,50
Jaipur,26.9124336,75.7872709,Rajasthan,India,Jaipur Rajasthan India ,43.6746988,63.55263158,,36.44736842,80.12206722,40.06103361
Kanpur,26.449923,80.3318736,Uttar Pradesh,India,Kanpur Uttar Pradesh India ,16.40625,76.66666667,,23.33333333,39.73958333,19.86979167
Indore,22.7195687,75.8577258,Madhya Pradesh,India,Indore Madhya Pradesh India ,45,70.56451613,,29.43548387,74.43548387,37.21774194
Davos,46.8027453,9.8359701,Grisons,Switzerland,Davos Grisons Switzerland ,100,50,,50,150,75
La Chaux-de-Fonds,47.1034892,6.8327838,Canton of Neuchatel,Switzerland,La Chaux-de-Fonds Canton of Neuchatel Switzerland ,75,0,,100,175,87.5
Olten,47.3499624,7.9037033,Canton of Solothurn,Switzerland,Olten Canton of Solothurn Switzerland ,80,100,,0,80,40
Sion,46.2331221,7.360626,Canton of Valais,Switzerland,Sion Canton of Valais Switzerland ,80,6.25,,93.75,173.75,86.875
Zug,47.1661672,8.5154946,Canton of Zug,Switzerland,Zug Canton of Zug Switzerland ,91.66666667,8.333333333,,91.66666667,183.3333333,91.66666667
Vevey,46.4628333,6.8419192,Canton of Vaud,Switzerland,Vevey Canton of Vaud Switzerland ,100,0,,100,200,100
Nanping,26.6414099,118.17792,Fujian,People's Republic of China,Nanping Fujian People's Republic of China ,37.5,50,,50,87.5,43.75
Putian,25.4539999,119.00771,Fujian,People's Republic of China,Putian Fujian People's Republic of China ,35,50,,50,85,42.5
Sanming,26.2638499,117.63922,Fujian,People's Republic of China,Sanming Fujian People's Republic of China ,25,50,,50,75,37.5
Quanzhou,24.8740499,118.67583,Fujian,People's Republic of China,Quanzhou Fujian People's Republic of China ,25,75,,25,50,25
Xiamen,24.4795099,118.0894799,Fujian,People's Republic of China,Xiamen Fujian People's Republic of China ,61.11111111,48.21428571,,51.78571429,112.8968254,56.4484127
Zhangzhou,24.5134699,117.64725,Fujian,People's Republic of China,Zhangzhou Fujian People's Republic of China ,0,50,,50,50,25
Longyan,25.0750399,117.01722,Fujian,People's Republic of China,Longyan Fujian People's Republic of China ,25,50,,50,75,37.5
Ningde,26.6657099,119.54819,Fujian,People's Republic of China,Ningde Fujian People's Republic of China ,25,50,,50,75,37.5
Solothurn,47.2088348,7.532291,Canton of Solothurn,Switzerland,Solothurn Canton of Solothurn Switzerland ,100,50,,50,150,75
Chur,46.8507835,9.5319859,Grisons,Switzerland,Chur Grisons Switzerland ,100,0,,100,200,100
Xining,36.6172899,101.77782,Qinghai,People's Republic of China,Xining Qinghai People's Republic of China ,5,75,,25,30,15
Cham,47.181225,8.4592089,Canton of Zug,Switzerland,Cham Canton of Zug Switzerland ,100,0,,100,200,100
Neuchatel,46.9899874,6.9292732,Canton of Neuchatel,Switzerland,Neuchatel Canton of Neuchatel Switzerland ,92.85714286,0,,100,192.8571429,96.42857143
Montreux,46.4312213,6.9106799,Canton of Vaud,Switzerland,Montreux Canton of Vaud Switzerland ,62.5,50,,50,112.5,56.25
Langenthal,47.2120786,7.7905623,Canton of Bern,Switzerland,Langenthal Canton of Bern Switzerland ,100,0,,100,200,100
Shiyan,32.6291799,110.79801,Hubei,People's Republic of China,Shiyan Hubei People's Republic of China ,0,50,,50,50,25
Jingzhou,30.3347899,112.24069,Hubei,People's Republic of China,Jingzhou Hubei People's Republic of China ,0,50,,50,50,25
Yichang,30.6917797,111.2863313,Hubei,People's Republic of China,Yichang Hubei People's Republic of China ,0,50,,50,50,25
Xiangyang,32.0089999,112.12255,Hubei,People's Republic of China,Xiangyang Hubei People's Republic of China ,15,50,,50,65,32.5
Huanggang,30.4534699,114.87238,Hubei,People's Republic of China,Huanggang Hubei People's Republic of China ,0,100,,0,0,0
Portsmouth,50.8197675,-1.0879769,England,United Kingdom,Portsmouth England United Kingdom ,60,40,,60,120,60
Kurchatov,51.6589082,35.6587095,Kursk Oblast,Russia,Kurchatov Kursk Oblast Russia ,75,75,,25,100,50
Taiyuan,37.8705899,112.55067,Shanxi,People's Republic of China,Taiyuan Shanxi People's Republic of China ,0,100,,0,0,0
Datong,40.0763699,113.30001,Shanxi,People's Republic of China,Datong Shanxi People's Republic of China ,12.5,50,,50,62.5,31.25
Yangquan,37.8566799,113.58047,Shanxi,People's Republic of China,Yangquan Shanxi People's Republic of China ,0,50,,50,50,25
Changzhi,36.1958099,113.11649,Shanxi,People's Republic of China,Changzhi Shanxi People's Republic of China ,0,50,,50,50,25
Jincheng,35.4903899,112.85113,Shanxi,People's Republic of China,Jincheng Shanxi People's Republic of China ,0,50,,50,50,25
Jinzhong,37.6870199,112.75278,Shanxi,People's Republic of China,Jinzhong Shanxi People's Republic of China ,0,50,,50,50,25
Xinzhou,38.4166999,112.73418,Shanxi,People's Republic of China,Xinzhou Shanxi People's Republic of China ,0,50,,50,50,25
Linfen,36.0882199,111.51962,Shanxi,People's Republic of China,Linfen Shanxi People's Republic of China ,22.22222222,55,,45,67.22222222,33.61111111
Dalian,38.9139899,121.6147,Liaoning,People's Republic of China,Dalian Liaoning People's Republic of China ,26.78571429,50,,50,76.78571429,38.39285715
Fushun,41.8797099,123.95722,Liaoning,People's Republic of China,Fushun Liaoning People's Republic of China ,0,50,,50,50,25
Benxi,41.2941299,123.7668599,Liaoning,People's Republic of China,Benxi Liaoning People's Republic of China ,0,50,,50,50,25
Dandong,39.9997999,124.35601,Liaoning,People's Republic of China,Dandong Liaoning People's Republic of China ,16.66666667,37.5,,62.5,79.16666667,39.58333334
Yingkou,40.6659899,122.23458,Liaoning,People's Republic of China,Yingkou Liaoning People's Republic of China ,0,50,,50,50,25
Panjin,41.1199599,122.07078,Liaoning,People's Republic of China,Panjin Liaoning People's Republic of China ,0,50,,50,50,25
Tieling,42.2861999,123.84241,Liaoning,People's Republic of China,Tieling Liaoning People's Republic of China ,0,50,,50,50,25
Huludao,40.7109999,120.83699,Liaoning,People's Republic of China,Huludao Liaoning People's Republic of China ,0,50,,50,50,25
San Pedro,14.3528609,121.0458348,,Philippines,San Pedro Philippines ,25,0,,100,125,62.5
Calamba,14.1876712,121.1250825,,Philippines,Calamba Philippines ,58.33333333,77.77777778,,22.22222222,80.55555555,40.27777778
Santa Rosa,14.2843023,121.0888928,,Philippines,Santa Rosa Philippines ,50,62.5,,37.5,87.5,43.75
Dzerzhinsk,56.2374473,43.4596172,Nizhny Novgorod Oblast,Russia,Dzerzhinsk Nizhny Novgorod Oblast Russia ,100,50,,50,150,75
Marion,35.2144374,-90.197219,Arkansas,United States of America,Marion Arkansas United States of America ,0,75,,25,25,12.5
Kluczbork,50.97235,18.21807,Opole Voivodeship,Poland,Kluczbork Opole Voivodeship Poland ,50,50,,50,100,50
Cabot,34.9748751,-92.0163297,Arkansas,United States of America,Cabot Arkansas United States of America ,75,25,,75,150,75
Russellville,35.278116,-93.1337007,Arkansas,United States of America,Russellville Arkansas United States of America ,93.75,50,,50,143.75,71.875
Bullhead City,35.1359386,-114.5285981,Arizona,United States of America,Bullhead City Arizona United States of America ,100,50,,50,150,75
Texarkana,33.4304827,-94.0361745,Arkansas,United States of America,Texarkana Arkansas United States of America ,87.5,50,,50,137.5,68.75
Rogers,36.3335129,-94.1256953,Arkansas,United States of America,Rogers Arkansas United States of America ,87.5,12.5,,87.5,175,87.5
Dothan,31.2232313,-85.3904888,Alabama,United States of America,Dothan Alabama United States of America ,100,62.5,,37.5,137.5,68.75
Fort Smith,35.3843722,-94.4209646,Arkansas,United States of America,Fort Smith Arkansas United States of America ,95,25,,75,170,85
Tuscaloosa,33.2098407,-87.5691735,Alabama,United States of America,Tuscaloosa Alabama United States of America ,86.11111111,40,,60,146.1111111,73.05555556
Fairbanks,64.8400511,-147.7199756,Alaska,United States of America,Fairbanks Alaska United States of America ,68.18181818,10,,90,158.1818182,79.09090909
Van Buren,35.4589055,-94.3565578,Arkansas,United States of America,Van Buren Arkansas United States of America ,100,50,,50,150,75
Kingman,35.189443,-114.0530065,Arizona,United States of America,Kingman Arizona United States of America ,100,75,,25,125,62.5
Florence,34.79981,-87.677251,Alabama,United States of America,Florence Alabama United States of America ,100,50,,50,150,75
Mulhouse,47.750839,7.335888,,France,Mulhouse France ,87.5,25,,75,162.5,81.25
Yuma,32.6926512,-114.6276916,Arizona,United States of America,Yuma Arizona United States of America ,77.77777778,45,,55,132.7777778,66.38888889
Flagstaff,35.1982836,-111.651302,Arizona,United States of America,Flagstaff Arizona United States of America ,100,18.75,,81.25,181.25,90.625
Southampton,50.9105468,-1.4049018,England,United Kingdom,Southampton England United Kingdom ,67.30769231,46.875,,53.125,120.4326923,60.21634616
Palmer,61.599415,-149.1146333,Alaska,United States of America,Palmer Alaska United States of America ,95,0,,100,195,97.5
Konya,37.8746429,32.4931554,Konya Province,Turkey,Konya Konya Province Turkey ,18.18181818,45,,55,73.18181818,36.59090909
Huntsville,34.7303688,-86.5861037,Alabama,United States of America,Huntsville Alabama United States of America ,95,25,,75,170,85
Mobile,30.6953657,-88.0398912,Alabama,United States of America,Mobile Alabama United States of America ,75,57.14285714,,42.85714286,117.8571429,58.92857143
Maricopa,33.0581063,-112.0476423,Arizona,United States of America,Maricopa Arizona United States of America ,100,50,,50,150,75
Murfreesboro,34.0619026,-93.6900654,Arkansas,United States of America,Murfreesboro Arkansas United States of America ,87.5,37.5,,62.5,150,75
Debrecen,47.5288879,21.6254485,Hajdu-Bihar County,Hungary,Debrecen Hajdu-Bihar County Hungary ,56.57894737,20.83333333,,79.16666667,135.745614,67.87280702
Sierra Vista,31.5455001,-110.2772856,Arizona,United States of America,Sierra Vista Arizona United States of America ,75,30,,70,145,72.5
Seward,60.1047739,-149.4421037,Alaska,United States of America,Seward Alaska United States of America ,100,0,,100,200,100
Hot Springs,34.5077615,-93.0546003,Arkansas,United States of America,Hot Springs Arkansas United States of America ,100,0,,100,200,100
Prescott,34.5400242,-112.4685025,Arizona,United States of America,Prescott Arizona United States of America ,96.42857143,25,,75,171.4285714,85.71428572
Wasilla,61.5808763,-149.4410597,Alaska,United States of America,Wasilla Alaska United States of America ,96.42857143,33.33333333,,66.66666667,163.0952381,81.54761905
Varanasi,25.3176452,82.9739144,Uttar Pradesh,India,Varanasi Uttar Pradesh India ,19.33962264,70.91836735,,29.08163265,48.42125529,24.21062765
Kodiak,57.79,-152.4072222,Alaska,United States of America,Kodiak Alaska United States of America ,100,25,,75,175,87.5
Christchurch,-43.5320214,172.6305589,Canterbury Region,New Zealand,Christchurch Canterbury Region New Zealand ,80.11363636,33.75,,66.25,146.3636364,73.18181818
Daugavpils,55.874736,26.536179,,Latvia,Daugavpils Latvia ,50,37.5,,62.5,112.5,56.25
Tabriz,38.096239,46.2738013,East Azerbaijan Province,Iran,Tabriz East Azerbaijan Province Iran ,30.26315789,47.72727273,,52.27272727,82.53588516,41.26794258
Patna,25.5940947,85.1375645,Bihar,India,Patna Bihar India ,14.49275362,68.25396825,,31.74603175,46.23878537,23.11939269
Shreveport,32.5251516,-93.7501789,Louisiana,United States of America,Shreveport Louisiana United States of America ,78.125,91.66666667,,8.33333333,86.45833333,43.22916667
Antakya,36.2022842,36.1613221,Hatay Province,Turkey,Antakya Hatay Province Turkey ,87.5,50,,50,137.5,68.75
Bhopal,23.2599333,77.412615,Madhya Pradesh,India,Bhopal Madhya Pradesh India ,48.92857143,67.30769231,,32.69230769,81.62087912,40.81043956
Monterrey,25.6866142,-100.3161126,Nuevo Leon,Mexico,Monterrey Nuevo Leon Mexico ,23.79310345,50,,50,73.79310345,36.89655173
Charleroi,50.4096349,4.44601,Wallonia,Belgium,Charleroi Wallonia Belgium ,50,60,,40,90,45
Olomouc,49.593778,17.2508787,,Czech Republic,Olomouc Czech Republic ,66.66666667,20,,80,146.6666667,73.33333334
Acapulco,16.8531086,-99.8236533,Guerrero,Mexico,Acapulco Guerrero Mexico ,36.36363636,77.27272727,,22.72727273,59.09090909,29.54545455
Szeged,46.2530102,20.1414253,Csongrad-Csanad County,Hungary,Szeged Csongrad-Csanad County Hungary ,69.44444444,25,,75,144.4444444,72.22222222
Giza,30.0130557,31.2088526,Giza Governorate,Egypt,Giza Giza Governorate Egypt ,8.333333333,79.16666667,,20.83333333,29.16666666,14.58333333
Gresham,45.5044715,-122.4356657,Oregon,United States of America,Gresham Oregon United States of America ,100,0,,100,200,100
Beaverton,45.4869283,-122.804032,Oregon,United States of America,Beaverton Oregon United States of America ,81.25,6.25,,93.75,175,87.5
Santos,-23.9592201,-46.3317787,Sao Paulo,Brazil,Santos Sao Paulo Brazil ,65.625,18.75,,81.25,146.875,73.4375
Temuco,-38.7383905,-72.5904598,Araucania Region,Chile,Temuco Araucania Region Chile ,18.75,37.5,,62.5,81.25,40.625
La Rochelle,46.160329,-1.151139,,France,La Rochelle France ,90,0,,100,190,95
Olsztyn,53.778422,20.4801193,Warmian-Masurian Voivodeship,Poland,Olsztyn Warmian-Masurian Voivodeship Poland ,42.70833333,43.75,,56.25,98.95833333,49.47916667
Van,38.5012085,43.3729793,Van Province,Turkey,Van Van Province Turkey ,0,50,,50,50,25
Leicester,52.6368778,-1.1397592,England,United Kingdom,Leicester England United Kingdom ,70.3125,27.08333333,,72.91666667,143.2291667,71.61458334
Goiania,-16.6868912,-49.2647943,Goias,Brazil,Goiania Goias Brazil ,68.75,39.58333333,,60.41666667,129.1666667,64.58333334
Durres,41.3245904,19.4564686,Durres County,Albania,Durres Durres County Albania ,37.5,62.5,,37.5,75,37.5
Mosul,36.3489278,43.157736,,Iraq,Mosul Iraq ,0,75,,25,25,12.5
Sibiu,45.7935607,24.1212945,Sibiu County,Romania,Sibiu Sibiu County Romania ,77.63157895,21.66666667,,78.33333333,155.9649123,77.98245614
Diyarbakir,37.9249733,40.2109826,Diyarbakir Province,Turkey,Diyarbakir Diyarbakir Province Turkey ,18.75,0,,100,118.75,59.375
Mons,50.4546634,3.9523135,Wallonia,Belgium,Mons Wallonia Belgium ,80,50,,50,130,65
Shimla,31.1048145,77.1734033,,India,Shimla India ,63.95348837,62.5,,37.5,101.4534884,50.72674419
Savannah,32.0808989,-81.091203,Georgia,United States of America,Savannah Georgia United States of America ,64.0625,52.08333333,,47.91666667,111.9791667,55.98958334
Saue,59.3199675,24.5536923,Harju County,Estonia,Saue Harju County Estonia ,100,0,,100,200,100
Changchun,43.8160199,125.32357,Jilin,People's Republic of China,Changchun Jilin People's Republic of China ,16.66666667,56.81818182,,43.18181818,59.84848485,29.92424243
